,N,t,CD_mse,DS_mse,GPA_CD_mse,GPA_DS_mse,CD_time,DS_time,GPA_CD_time,GPA_DS_time
0,500,0,0.030072285,0.006549683,0.030060953,0.006631017,1.0062675404548644,1.007637870311737,0.0008215951919555665,0.0003860592842102051
1,500,1,0.03246527,0.008183491,0.032094177,0.007913214,1.0001808142662048,1.001353323459625,0.00042454481124877937,0.0003863310813903809
2,500,2,0.032671824,0.008466038,0.032056835,0.007899977,0.9108914804458622,0.9120402383804321,0.0004188990592956543,0.0003830146789550781
3,500,3,0.03145204,0.008408521,0.031056035,0.008075371,0.9233376741409299,0.9245020103454593,0.00042788267135620124,0.000391082763671875
4,500,4,0.033038218,0.007321205,0.03263475,0.0070094876,0.9148879456520086,0.9160297703742983,0.0004122257232666015,0.0003759169578552245
5,500,5,0.03150389,0.0062459484,0.031556852,0.0064180978,0.9132151269912719,0.9143764829635622,0.00040906190872192383,0.00037265539169311555
6,500,6,0.032762606,0.0075730276,0.033031262,0.007984254,0.9125811529159543,0.9137012124061582,0.0004149222373962402,0.00037851333618164055
7,500,7,0.032145247,0.0078809885,0.031525407,0.0073088887,0.9163490200042725,0.9174328231811524,0.0004004216194152834,0.00036669969558715825
8,500,8,0.032296825,0.007415898,0.03205185,0.0073240204,0.9099596405029295,0.9111300182342529,0.0004256176948547362,0.00038655996322631834
9,500,9,0.030031532,0.0060071945,0.029794388,0.0058660028,0.9164008235931399,0.9175606393814085,0.0004111599922180175,0.0003773546218872071
10,500,10,0.030018495,0.006431285,0.030068263,0.0065721855,0.9111820721626284,0.9123284339904788,0.0004088211059570314,0.00037472248077392585
11,500,11,0.030825187,0.007763387,0.030530997,0.0075601926,0.9165751338005066,0.9176760530471801,0.00040610313415527326,0.00037148952484130856
12,500,12,0.031832885,0.007287284,0.031450532,0.006997442,0.9173907256126406,0.9185507297515866,0.0004322338104248045,0.0003971433639526365
13,500,13,0.03011808,0.0057274476,0.030065792,0.005749642,0.9118820977210997,0.9130408000946044,0.00041948080062866207,0.00038526058197021465
14,500,14,0.03163517,0.008873522,0.030386006,0.007656553,0.9169905877113346,0.9181355667114257,0.0004340982437133789,0.0003964734077453613
15,500,15,0.030451687,0.0066024265,0.02989957,0.006162095,0.9144139075279241,0.9155707025527954,0.0004296398162841797,0.00039228200912475595
16,500,16,0.0329228,0.0076160002,0.032776598,0.007575459,0.9135643792152405,0.9146889805793769,0.0003918361663818359,0.0003600358963012694
17,500,17,0.031902686,0.0078019314,0.032571577,0.008624513,0.9123892545700076,0.913527729511261,0.0004303908348083496,0.00039770364761352526
18,500,18,0.03289778,0.0070823887,0.032571625,0.006817467,0.9549378156661984,0.9560684657096862,0.00040567874908447243,0.0003689122200012207
19,500,19,0.032836244,0.008161716,0.032169282,0.0075707734,0.9107790613174439,0.911915190219879,0.0004171514511108398,0.00037848472595214844
20,500,20,0.03260387,0.008009388,0.03249809,0.008029005,0.9175897240638733,0.9186809802055361,0.00040773153305053735,0.00037178993225097664
21,500,21,0.032342955,0.008139901,0.03173844,0.0076101488,0.9219948410987856,0.9231226372718818,0.00041937351226806625,0.0003836321830749514
22,500,22,0.03243226,0.0073849047,0.03241289,0.0074480074,0.9170262265205381,0.9181425333023072,0.0004041409492492677,0.0003698205947875977
23,500,23,0.03147474,0.006149163,0.031440984,0.00623887,0.9118730282783507,0.9130282831192017,0.000427107810974121,0.00038813591003417975
24,500,24,0.03142109,0.006662002,0.031540774,0.0068814754,0.9191166472434998,0.920222897529602,0.0004110836982727051,0.00037450790405273426
25,500,25,0.031146016,0.0064193155,0.030795116,0.0061485306,0.9153801107406617,0.9165308117866515,0.0004207825660705565,0.000383296012878418
26,500,26,0.03129378,0.0075520864,0.03126484,0.00764159,0.913698613643646,0.9148298883438108,0.00040077924728393544,0.00036400556564331044
27,500,27,0.031023124,0.0069615114,0.030806746,0.0068210643,0.9171662116050723,0.91828075170517,0.00041069746017456053,0.0003749632835388184
28,500,28,0.031079967,0.008134587,0.030200917,0.007300651,0.9133506131172181,0.9144695901870726,0.0004148197174072266,0.0003806138038635254
29,500,29,0.031581447,0.007901313,0.031209204,0.007616509,0.9111487722396852,0.9122861766815182,0.0004296326637268066,0.00039159297943115246
30,500,30,0.030932788,0.005999617,0.030855779,0.0060269902,0.9144777607917786,0.9155959939956665,0.0004094362258911133,0.0003695964813232423
31,500,31,0.03151119,0.006577203,0.03128317,0.006485272,0.9115499091148378,0.9126629066467284,0.00041481494903564434,0.00037754774093627923
32,500,32,0.03179899,0.0059821643,0.03172178,0.006000791,0.915128691196442,0.9162440776824947,0.00040685176849365246,0.0003747248649597169
33,500,33,0.031927906,0.0073753055,0.031772308,0.0073208273,0.9159572720527643,0.9171003770828245,0.0004361605644226072,0.0003998970985412598
34,500,34,0.029458527,0.0076245316,0.029146986,0.0073908125,0.9169102501869207,0.9179996299743652,0.0003999805450439454,0.0003666257858276369
35,500,35,0.030212848,0.0060482416,0.030084271,0.0059979563,0.9198233389854429,0.9209457373619082,0.0004148292541503906,0.0003803515434265137
36,500,36,0.035012003,0.00893074,0.035577312,0.009637643,0.9212939810752869,0.9224334335327147,0.0004046058654785156,0.00036886930465698255
37,500,37,0.031248039,0.0061706537,0.031350102,0.006396714,0.9073598575592042,0.9084649276733395,0.0004065823554992676,0.0003716015815734863
38,500,38,0.03130787,0.0069165127,0.031183222,0.006896463,0.9130974197387699,0.9142591309547423,0.00041943073272705073,0.00038430213928222675
39,500,39,0.030923037,0.0061885626,0.030849086,0.0062471284,0.9199842715263363,0.9211000370979308,0.0004158830642700197,0.00038056373596191396
40,500,40,0.029072551,0.005842604,0.028985662,0.005886422,0.9197250223159791,0.9208027505874635,0.00039927721023559566,0.0003640818595886231
41,500,41,0.031776145,0.0076545672,0.03144907,0.007384796,0.9168096303939817,0.9179374098777773,0.0004008150100708007,0.0003665971755981446
42,500,42,0.03267102,0.0064512542,0.032795683,0.0066884644,0.9187388944625853,0.9199022626876833,0.0004191207885742187,0.000380094051361084
43,500,43,0.033254746,0.0076566143,0.033021983,0.007515215,0.9164911246299746,0.9176267814636226,0.00041205644607543934,0.00037931919097900413
44,500,44,0.032718357,0.0072416547,0.03258909,0.0072177104,0.9123895263671873,0.9135439062118529,0.00040034055709838864,0.00036520242691040044
45,500,45,0.033010863,0.009196572,0.03217889,0.00844248,0.9112735247612005,0.9123943281173704,0.0004122400283813476,0.0003769421577453613
46,500,46,0.030131144,0.0066228067,0.029682096,0.0062489943,0.9146502256393431,0.9158048629760742,0.0004152131080627441,0.00037975788116455066
47,500,47,0.03229537,0.00769838,0.032184977,0.0076741017,0.9154774284362791,0.9165785598754881,0.0004089736938476562,0.0003728055953979492
48,500,48,0.03250051,0.007076018,0.032249153,0.0069172382,0.9219217801094052,0.9230240368843075,0.0004094147682189941,0.0003744912147521973
49,500,49,0.030331068,0.007486394,0.029978145,0.007252042,0.9114447164535523,0.9125701212882995,0.00041380643844604506,0.0003798627853393555
50,500,50,0.029127168,0.0060032043,0.02888083,0.0058499016,0.922144286632538,0.9232323575019838,0.00039454221725463876,0.00035918951034545887
51,500,51,0.031716034,0.0070096822,0.031360872,0.0067201685,0.9174572086334232,0.9185882258415224,0.000430445671081543,0.00039246797561645527
52,500,52,0.032444287,0.0070169745,0.031938236,0.00660338,0.9133516120910643,0.9144957852363589,0.0004187750816345217,0.00038150548934936526
53,500,53,0.031237684,0.007322,0.031172086,0.0073978878,0.9185364580154417,0.9196863579750062,0.00041685819625854483,0.00038222074508666994
54,500,54,0.030933259,0.0075561223,0.030833643,0.007554277,0.9180892300605773,0.9192207050323488,0.00041583538055419935,0.00040046930313110364
55,500,55,0.030169815,0.0058289245,0.030070264,0.0058365776,0.9224729537963866,0.9236056280136109,0.00041706800460815434,0.0003847837448120117
56,500,56,0.030622797,0.007243919,0.030638108,0.0073600216,0.9078812146186834,0.908941946029663,0.00039121627807617206,0.0003580260276794432
57,500,57,0.030045658,0.0058115474,0.029936379,0.0057933233,0.908634443283081,0.9096829748153686,0.0003917717933654784,0.0003583812713623047
58,500,58,0.031684548,0.007940395,0.031555716,0.007927574,0.9228665232658392,0.9240140271186825,0.0004217267036437988,0.0003880095481872556
