,dataset,k,sssr_time,middle_f1,tn,fp,fn,tp
0,office,500,233.39489269256592,0.0,43190570,9430,0,0
1,office,500,207.85850358009338,0.751638065522621,40238385,689139,785997,1486479
2,office,500,201.98940348625183,0.490504963314631,39479283,713424,1676458,1330835
3,office,500,202.93611693382263,0.41626559277084757,39311278,611571,2312328,964823
4,office,50,73.26165413856506,0.2704190884062404,4217981,16845,61956,23218
